Cereals and legumes,"1. Jobs tears, Coix lacryma"
,"2. Velvet bean, Mucuna utilis"
Fruits,"1. Pummelo, Citrus grandis"
,"2. Banana, Musa Cavendishii, M. Paradisiaca M. sapientum"
,"3. Breadfruit, Artocarpus communis"
,"4. Mangosteen, Garainia mangostana"
"Oil, sugar, spice, and fiber plants","1. Candlenut, Aleurites moluccana"
,"2. Coconut Palm, Cocos nucifera"
,"3. Clove, Caryophyllus aromaticus"
,"4. Nutmeg, Myistica fragrans"
,"5. Black pepper, Piper nigrum"
,"6. Manila hemp, Musa textilis"
